Bait	Prey	#Rep	#Pep	AvgP	BFDR
tbx5	Q05639	3	2	0.2562	0.4452
gata4	Q05682	3	1	0.6667	0.1340
tbx5	Q05682	3	1	0.3333	0.3333
tbx5	Q05BQ5	3	1	0.3333	0.3333
gata4	Q05D32	3	1	0.3223	0.4320
tbx5	Q05D32	3	1	1.0000	0.0000
gata4	Q06330	3	8	0.0832	0.5052
tbx5	Q06330	3	8	0.9167	0.0170
gata4	Q06587	3	5	0.1063	0.4968
tbx5	Q06587	3	5	0.8693	0.0416
tbx5	Q06787	3	1	0.3333	0.3333
tbx5	Q06830	3	3	0.4330	0.3100
gata4	Q07020	3	7	0.1048	0.4978
tbx5	Q07020	3	7	0.8836	0.0360
gata4	Q07065	3	8	0.2499	0.4468
tbx5	Q07065	3	8	0.6667	0.1340
gata4	Q07666	3	10	0.9009	0.0254
tbx5	Q07666	3	10	0.5102	0.2530
gata4	Q07955	3	7	0.1810	0.4673
tbx5	Q07955	3	7	0.7321	0.1153
gata4	Q08211	3	20	0.3413	0.3322
tbx5	Q08211	3	20	0.6120	0.2069
gata4	Q08945	3	28	0.0720	0.5087
tbx5	Q08945	3	28	0.8891	0.0283
gata4	Q09028	3	6	0.2010	0.4629
tbx5	Q09028	3	6	0.4575	0.2868
tbx5	Q09472	3	12	0.6667	0.1340
gata4	Q12788	3	2	0.1577	0.4806
tbx5	Q12788	3	2	0.1667	0.4696
gata4	Q12789	3	3	0.1105	0.4952
tbx5	Q12789	3	3	0.4444	0.2899
gata4	Q12816	3	6	0.1111	0.4899
tbx5	Q12816	3	6	0.6667	0.1340
tbx5	Q12824	3	1	0.3333	0.3333
gata4	Q12830	3	9	0.4495	0.2892
tbx5	Q12830	3	9	0.7992	0.0771
tbx5	Q12874	3	1	0.3333	0.3333
gata4	Q12905	3	8	0.0833	0.5036
tbx5	Q12905	3	8	0.8333	0.0534
gata4	Q12906	3	17	0.0705	0.5095
tbx5	Q12906	3	17	0.4964	0.2781
tbx5	Q12948	3	2	0.5000	0.2577
tbx5	Q12996	3	2	0.3332	0.4193
tbx5	Q13042	3	7	0.5000	0.2577
tbx5	Q13084	3	1	0.3333	0.3333
tbx5	Q13112	3	2	0.6665	0.1840
gata4	Q13148	3	3	1.0000	0.0000
tbx5	Q13148	3	3	0.4444	0.2899
gata4	Q13151	3	8	0.4409	0.3084
tbx5	Q13151	3	8	0.3951	0.3231
gata4	Q13185	3	8	0.2658	0.4416
tbx5	Q13185	3	8	0.7268	0.1178
tbx5	Q13188	3	5	0.7778	0.0805
tbx5	Q13200	3	14	0.8091	0.0715
tbx5	Q13227	3	4	0.5556	0.2208
tbx5	Q13228	3	1	0.3333	0.3333
tbx5	Q13242	3	6	0.5009	0.2574
gata4	Q13247	3	3	0.2222	0.4523
tbx5	Q13247	3	3	0.5555	0.2308
gata4	Q13263	3	18	0.4808	0.2810
tbx5	Q13263	3	18	1.0000	0.0000
tbx5	Q13330	3	6	0.5825	0.2125
gata4	Q13428	3	27	0.0099	0.5276
tbx5	Q13428	3	27	0.5940	0.2098
tbx5	Q13435	3	5	0.7778	0.0805
tbx5	Q13459	3	25	0.7692	0.0996
tbx5	Q13485	3	1	0.6667	0.1340
tbx5	Q13501	3	2	0.3333	0.3333
tbx5	Q13523	3	2	0.3333	0.3333
tbx5	Q13526	3	1	0.3325	0.4276
gata4	Q13547	3	10	0.1205	0.4873
tbx5	Q13547	3	10	0.6445	0.1979
tbx5	Q13573	3	10	0.8000	0.0743
tbx5	Q13595	3	5	0.3333	0.3333
tbx5	Q13616	3	3	0.4444	0.2899
tbx5	Q13620	3	2	0.3333	0.3333
tbx5	Q13642	3	1	0.3333	0.3333
gata4	Q13724	3	1	0.3333	0.3333
gata4	Q13813	3	3	0.0004	0.5336
tbx5	Q13813	3	3	0.0000	0.5361
gata4	Q13823	3	3	0.1111	0.4899
tbx5	Q13823	3	3	0.2219	0.4592
gata4	Q13838	3	4	0.0012	0.5324
tbx5	Q13838	3	4	0.0003	0.5338
tbx5	Q13951	3	3	0.3014	0.4360
gata4	Q14008	3	7	0.4997	0.2740
tbx5	Q14008	3	7	0.4167	0.3167
gata4	Q14103	3	19	0.9118	0.0228
tbx5	Q14103	3	19	0.1812	0.4671
tbx5	Q14119	3	1	0.6667	0.1340
tbx5	Q14151	3	3	0.3333	0.3333
gata4	Q14165	3	1	0.6666	0.1767
tbx5	Q14202	3	8	1.0000	0.0000
tbx5	Q14207	3	9	0.6667	0.1340
gata4	Q14257	3	2	0.3333	0.3333
tbx5	Q14257	3	2	0.5000	0.2577
tbx5	Q14331	3	1	0.3333	0.3333
gata4	Q14498	3	6	0.3168	0.4340
tbx5	Q14498	3	6	0.5038	0.2563
gata4	Q14527	3	5	0.5556	0.2208
tbx5	Q14527	3	5	0.2222	0.4523
tbx5	Q14669	3	6	0.6667	0.1340
gata4	Q14676	3	16	0.0009	0.5327
tbx5	Q14676	3	16	0.2409	0.4482
gata4	Q14683	3	6	0.5551	0.2390
tbx5	Q14683	3	6	0.5555	0.2308
gata4	Q14684	3	9	0.4104	0.3192
tbx5	Q14684	3	9	0.1725	0.4681
tbx5	Q14686	3	3	0.5554	0.2376
tbx5	Q14687	3	6	0.6663	0.1870
gata4	Q14690	3	3	0.5505	0.2417
tbx5	Q14690	3	3	0.2222	0.4523
gata4	Q14739	3	3	0.1111	0.4899
tbx5	Q14739	3	3	0.2222	0.4523
tbx5	Q14781	3	2	0.3333	0.3333
gata4	Q14807	3	15	0.1696	0.4686
tbx5	Q14807	3	15	0.8473	0.0499
gata4	Q14839	3	48	0.0722	0.5084
tbx5	Q14839	3	48	0.9984	0.0001
tbx5	Q14966	3	11	0.7774	0.0943
gata4	Q14974	3	4	0.1111	0.4899
tbx5	Q14974	3	4	0.8889	0.0289
gata4	Q14978	3	17	0.0862	0.5031
tbx5	Q14978	3	17	0.7690	0.1006
gata4	Q14980	3	69	0.0561	0.5135
tbx5	Q14980	3	69	0.8055	0.0726
gata4	Q15005	3	2	0.3333	0.3333
tbx5	Q15005	3	2	0.5000	0.2577
tbx5	Q15006	3	1	0.6667	0.1340
tbx5	Q15008	3	4	0.5556	0.2208
gata4	Q15014	3	1	0.0002	0.5344
tbx5	Q15019	3	2	0.3332	0.4193
tbx5	Q15022	3	2	0.3333	0.3333
gata4	Q15029	3	13	0.0258	0.5226
tbx5	Q15029	3	13	0.9514	0.0056
tbx5	Q15061	3	3	0.6667	0.1340
gata4	Q15111	3	2	0.0000	0.5361
tbx5	Q15111	3	2	0.0000	0.5361
tbx5	Q15154	3	5	0.6666	0.1767
gata4	Q15233	3	70	0.9841	0.0009
tbx5	Q15233	3	70	0.4769	0.2813
tbx5	Q15269	3	1	0.3333	0.3333
gata4	Q15287	3	4	0.0812	0.5055
tbx5	Q15287	3	4	0.3183	0.4334
tbx5	Q15291	3	3	0.5455	0.2434
gata4	Q15365	3	4	0.7267	0.1183
tbx5	Q15365	3	4	0.8629	0.0459
gata4	Q15366	3	4	0.2222	0.4523
tbx5	Q15366	3	4	0.8889	0.0289
tbx5	Q15388	3	1	0.3333	0.3333
tbx5	Q15393	3	8	0.7685	0.1010
tbx5	Q15424	3	6	0.4578	0.2861
gata4	Q15475	3	4	0.2222	0.4523
tbx5	Q15475	3	4	0.8889	0.0289
tbx5	Q15528	3	1	0.3333	0.3333
tbx5	Q15532	3	1	0.3333	0.3333
tbx5	Q15637	3	4	0.6667	0.1340
gata4	Q15648	3	3	0.3333	0.3333
tbx5	Q15648	3	3	0.3333	0.3333
tbx5	Q15652	3	2	0.3322	0.4289
gata4	Q15717	3	8	0.1554	0.4809
tbx5	Q15717	3	8	0.3333	0.3333
tbx5	Q15773	3	6	1.0000	0.0000
tbx5	Q15776	3	2	0.5000	0.2577
gata4	Q15836	3	1	0.3333	0.3333
tbx5	Q15836	3	1	0.3333	0.3333
tbx5	Q15906	3	1	0.3333	0.3333
tbx5	Q15910	3	3	0.3333	0.3333
gata4	Q15911	3	3	0.0980	0.4988
tbx5	Q15911	3	3	0.1112	0.4897
tbx5	Q16181	3	1	0.3333	0.3333
tbx5	Q16186	3	1	0.6369	0.1998
gata4	Q16363	3	1	0.0068	0.5290
tbx5	Q16531	3	7	0.4167	0.3167
gata4	Q16576	3	9	0.1363	0.4842
tbx5	Q16576	3	9	0.9846	0.0008
gata4	Q16629	3	6	0.2574	0.4446
tbx5	Q16629	3	6	0.7408	0.1123
tbx5	Q16643	3	3	0.1810	0.4673
gata4	Q16720	3	1	0.3333	0.3333
gata4	Q16777	3	7	0.4517	0.2882
tbx5	Q16777	3	7	0.8464	0.0504
gata4	Q16778	3	1	0.3333	0.3333
gata4	Q16795	3	2	0.1667	0.4696
tbx5	Q16795	3	2	0.3332	0.4193
tbx5	Q16891	3	5	0.4444	0.2899
gata4	Q1KMD3	3	6	0.3333	0.3333
tbx5	Q1KMD3	3	6	0.3333	0.3333
tbx5	Q2KHR3	3	3	0.4444	0.2899
tbx5	Q2M1K9	3	2	0.3333	0.3333
gata4	Q2M1P5	3	14	0.9999	0.0000
tbx5	Q2M1P5	3	14	0.0952	0.5002
tbx5	Q2TAY7	3	3	0.7777	0.0907
gata4	Q3KQU3	3	17	0.3328	0.4262
tbx5	Q3KQU3	3	17	0.8519	0.0476
gata4	Q3ZCQ8	3	4	0.1111	0.4899
tbx5	Q3ZCQ8	3	4	0.4444	0.2899
tbx5	Q49A26	3	3	0.4309	0.3109
gata4	Q4VCS5	3	40	0.2329	0.4496
tbx5	Q4VCS5	3	40	0.6832	0.1281
gata4	Q53HL2	3	7	0.0322	0.5209
tbx5	Q53HL2	3	7	0.6295	0.2008
gata4	Q56NI9	3	2	0.0000	0.5361
tbx5	Q58A45	3	4	0.7771	0.0957
tbx5	Q59GN2	3	1	0.3333	0.3333
gata4	Q5BKZ1	3	10	0.2000	0.4632
tbx5	Q5BKZ1	3	10	0.4667	0.2827
gata4	Q5JTV8	3	1	0.3333	0.3333
tbx5	Q5M9Q1	3	1	0.6667	0.1340
tbx5	Q5PSV4	3	3	0.3331	0.4234
tbx5	Q5QJE6	3	3	0.3333	0.3333
tbx5	Q5RHP9	3	1	0.3333	0.3333
gata4	Q5SSJ5	3	25	0.0438	0.5181
tbx5	Q5SSJ5	3	25	0.7314	0.1158
tbx5	Q5SY16	3	2	0.3328	0.4262
tbx5	Q5T3I0	3	1	0.3333	0.3333
gata4	Q5T3J3	3	11	0.1364	0.4839
tbx5	Q5T3J3	3	11	0.4232	0.3144
gata4	Q5T8P6	3	1	0.3324	0.4279
gata4	Q5T9A4	3	10	0.3317	0.4291
tbx5	Q5T9A4	3	10	0.6667	0.1340
tbx5	Q5TC82	3	1	0.0000	0.5361
tbx5	Q5TGY3	3	1	0.6464	0.1972
gata4	Q5VTE0	3	22	0.9995	0.0000
tbx5	Q5VTE0	3	22	0.6171	0.2059
tbx5	Q5VUA4	3	8	0.8305	0.0630
tbx5	Q5VWN6	3	1	0.6667	0.1340
gata4	Q5VZL5	3	9	0.2420	0.4480
tbx5	Q5VZL5	3	9	0.9333	0.0094
gata4	Q68D10	3	15	0.8196	0.0688
tbx5	Q68D10	3	15	0.5427	0.2437
tbx5	Q69YH5	3	5	0.5555	0.2308
gata4	Q69YN4	3	4	0.3327	0.4268
tbx5	Q69YN4	3	4	0.3531	0.3289
tbx5	Q6DKI1	3	1	0.3333	0.3333
tbx5	Q6KC79	3	5	0.7778	0.0805
gata4	Q6MZP7	3	2	0.3260	0.4308
gata4	Q6NSI4	3	2	0.2598	0.4437
tbx5	Q6NSI4	3	2	0.1667	0.4696
gata4	Q6NZI2	3	1	0.0577	0.5132
tbx5	Q6NZI2	3	1	0.0002	0.5344
gata4	Q6P1J9	3	10	0.9293	0.0131
tbx5	Q6P1J9	3	10	0.0738	0.5076
tbx5	Q6P1L8	3	1	0.0000	0.5361
tbx5	Q6P2E9	3	1	0.3333	0.3333
gata4	Q6P2Q9	3	26	0.0208	0.5237
tbx5	Q6P2Q9	3	26	0.9184	0.0164
gata4	Q6P4R8	3	10	0.2131	0.4615
tbx5	Q6P4R8	3	10	0.2317	0.4499
gata4	Q6PGN9	3	13	0.4543	0.2878
tbx5	Q6PGN9	3	13	0.1934	0.4644
gata4	Q6PI48	3	15	0.9167	0.0170
tbx5	Q6PJG2	3	4	0.5556	0.2208
tbx5	Q6PJT7	3	2	0.3333	0.3333
gata4	Q6UB99	3	2	0.1666	0.4772
tbx5	Q6UB99	3	2	0.1667	0.4696
tbx5	Q6UXN9	3	2	0.4906	0.2787
tbx5	Q6W2J9	3	5	0.6667	0.1340
tbx5	Q6WCQ1	3	5	0.3333	0.3333
gata4	Q6ZU65	3	57	0.0238	0.5228
tbx5	Q6ZU65	3	57	0.5181	0.2508
tbx5	Q6ZW49	3	8	0.7498	0.1094
tbx5	Q6ZYL4	3	1	0.3333	0.3333
gata4	Q709F0	3	4	0.5555	0.2308
tbx5	Q709F0	3	4	0.1111	0.4899
tbx5	Q71DI3	3	4	0.8513	0.0487
gata4	Q71UI9	3	8	0.3614	0.3282
tbx5	Q71UI9	3	8	0.7663	0.1025
tbx5	Q71UM5	3	1	0.6667	0.1340
gata4	Q765P7	3	1	0.3333	0.3333
tbx5	Q7KZ85	3	2	0.3333	0.3333
gata4	Q7KZI7	3	8	0.2211	0.4599
tbx5	Q7KZI7	3	8	0.0178	0.5251
tbx5	Q7L0Y3	3	1	0.6666	0.1767
tbx5	Q7L2E3	3	4	0.3333	0.3333
tbx5	Q7L590	3	4	0.4444	0.2899
gata4	Q7Z3B3	3	1	0.3331	0.4234
tbx5	Q7Z3B4	3	1	0.3333	0.3333
tbx5	Q7Z3J3	3	1	0.6667	0.1340
tbx5	Q7Z3K3	3	13	0.6375	0.1995
tbx5	Q7Z417	3	1	0.3333	0.3333
gata4	Q7Z4V5	3	6	0.0000	0.5361
tbx5	Q7Z4V5	3	6	0.2780	0.4396
gata4	Q7Z589	3	31	0.0492	0.5157
tbx5	Q7Z589	3	31	0.2773	0.4398
gata4	Q7Z5J4	3	6	0.0001	0.5352
tbx5	Q7Z5J4	3	6	0.0555	0.5138
tbx5	Q7Z6E9	3	3	0.4444	0.2899
tbx5	Q7Z6R9	3	1	1.0000	0.0000
tbx5	Q7Z6Z7	3	6	0.3333	0.3333
tbx5	Q7Z7K6	3	8	0.7183	0.1204
tbx5	Q86T24	3	17	1.0000	0.0000
tbx5	Q86U42	3	3	0.1547	0.4811
tbx5	Q86U86	3	6	0.7777	0.0907
tbx5	Q86UE4	3	1	0.3333	0.3333
tbx5	Q86UP3	3	4	0.5555	0.2308
tbx5	Q86V15	3	2	0.5000	0.2577
gata4	Q86V81	3	11	0.1668	0.4694
tbx5	Q86V81	3	11	0.2584	0.4441
tbx5	Q86VM9	3	2	0.3333	0.3333
gata4	Q86XJ1	3	27	0.2405	0.4485
tbx5	Q86XJ1	3	27	0.2631	0.4427
gata4	Q86YP4	3	10	0.4666	0.2834
tbx5	Q86YP4	3	10	0.8666	0.0438
gata4	Q8IUE6	3	1	0.3214	0.4322
tbx5	Q8IUE6	3	1	1.0000	0.0000
tbx5	Q8IVW6	3	18	0.6667	0.1340
tbx5	Q8IWC1	3	6	1.0000	0.0000
tbx5	Q8IWI9	3	3	0.4438	0.3059
tbx5	Q8IWS0	3	1	0.6667	0.1340
tbx5	Q8IWX8	3	3	0.4444	0.2899
tbx5	Q8IWZ3	3	2	0.3064	0.4354
gata4	Q8IX07	3	5	0.8853	0.0354
tbx5	Q8IX12	3	20	0.9000	0.0260
tbx5	Q8IX15	3	1	0.3333	0.3333
tbx5	Q8IX18	3	4	0.6666	0.1767
tbx5	Q8IXK0	3	1	1.0000	0.0000
gata4	Q8IXM2	3	3	0.5556	0.2208
tbx5	Q8IXM2	3	3	0.5556	0.2208
tbx5	Q8IXT5	3	2	0.3329	0.4258
tbx5	Q8IXZ2	3	3	0.3333	0.3333
tbx5	Q8IY18	3	2	0.3333	0.3333
gata4	Q8IY37	3	1	1.0000	0.0000
tbx5	Q8IY37	3	1	0.3333	0.3333
tbx5	Q8IY63	3	3	0.4444	0.2899
gata4	Q8IYA6	3	40	0.8295	0.0636
tbx5	Q8IYA6	3	40	0.4064	0.3205
tbx5	Q8IYH5	3	16	0.0645	0.5105
tbx5	Q8IZH2	3	2	0.3293	0.4301
tbx5	Q8IZL8	3	4	0.6667	0.1340
tbx5	Q8N0Z8	3	1	0.3333	0.3333
gata4	Q8N163	3	2	0.3333	0.3333
tbx5	Q8N163	3	2	0.1667	0.4696
gata4	Q8N1F7	3	4	0.2218	0.4596
tbx5	Q8N1F7	3	4	0.4444	0.2899
tbx5	Q8N1G0	3	5	0.6649	0.1905
gata4	Q8N201	3	1	0.3333	0.3333
gata4	Q8N257	3	1	0.5824	0.2129
tbx5	Q8N257	3	1	0.3332	0.4193
tbx5	Q8N3J9	3	1	0.3333	0.3333
tbx5	Q8N3R9	3	1	0.3333	0.3333
tbx5	Q8N488	3	1	0.3333	0.3333
tbx5	Q8N4V1	3	1	0.3333	0.3333
tbx5	Q8N684	3	2	0.3333	0.3333
gata4	Q8N8S7	3	5	0.2221	0.4585
tbx5	Q8N8S7	3	5	0.4439	0.3053
tbx5	Q8N983	3	2	0.3333	0.3333
gata4	Q8N9Q2	3	1	0.0002	0.5344
tbx5	Q8N9Q2	3	1	0.0000	0.5361
tbx5	Q8NAP3	3	2	0.5000	0.2577
tbx5	Q8NAV1	3	1	0.3333	0.3333
tbx5	Q8NC51	3	3	0.3305	0.4295
gata4	Q8NCA5	3	2	0.3333	0.3333
tbx5	Q8NCD3	3	1	0.3333	0.3333
gata4	Q8NCN2	3	4	0.2222	0.4523
tbx5	Q8NCN2	3	4	0.3333	0.3333
tbx5	Q8ND82	3	2	0.3333	0.3333
tbx5	Q8NEJ9	3	1	0.3333	0.3333
gata4	Q8NEY8	3	4	0.1111	0.4899
tbx5	Q8NEY8	3	4	0.4444	0.2899
tbx5	Q8NEZ4	3	6	0.6666	0.1767
tbx5	Q8NF64	3	2	0.5000	0.2577
tbx5	Q8NFH5	3	4	0.3333	0.3333
tbx5	Q8NFW8	3	5	0.4661	0.2841
tbx5	Q8NHM5	3	2	0.3174	0.4338
gata4	Q8NHZ8	3	3	0.3332	0.4193
tbx5	Q8NHZ8	3	3	0.5555	0.2308
gata4	Q8NI36	3	2	0.1665	0.4782
tbx5	Q8NI36	3	2	0.1667	0.4696
gata4	Q8TA86	3	5	0.0413	0.5198
tbx5	Q8TA86	3	5	0.0312	0.5212
tbx5	Q8TAQ2	3	6	0.9999	0.0000
gata4	Q8TC12	3	1	0.2835	0.4385
gata4	Q8TCC3	3	4	0.0003	0.5338
tbx5	Q8TCC3	3	4	0.0068	0.5290
tbx5	Q8TCJ2	3	1	0.6666	0.1767
tbx5	Q8TDN6	3	3	0.3333	0.3333
tbx5	Q8TE76	3	2	0.4999	0.2714
tbx5	Q8TED0	3	2	0.5000	0.2577
tbx5	Q8TEM1	3	4	0.4444	0.2899
tbx5	Q8TEQ6	3	3	0.3333	0.3333
tbx5	Q8TF68	3	3	0.5556	0.2208
gata4	Q8TF72	3	2	0.0594	0.5127
tbx5	Q8TF72	3	2	0.1187	0.4878
gata4	Q8TF74	3	2	0.5000	0.2577
tbx5	Q8WUA4	3	3	0.7778	0.0805
tbx5	Q8WUD4	3	1	0.3333	0.3333
tbx5	Q8WUU5	3	5	0.3741	0.3264
gata4	Q8WWK9	3	53	0.4259	0.3128
tbx5	Q8WWK9	3	53	0.4419	0.3075
tbx5	Q8WWQ0	3	9	0.3333	0.3333
gata4	Q8WXF1	3	7	1.0000	0.0000
tbx5	Q8WXF1	3	7	0.3333	0.3333
tbx5	Q8WXI9	3	9	0.9333	0.0094
tbx5	Q8WXX5	3	3	0.7778	0.0805
tbx5	Q8WZ42	3	2	0.3331	0.4234
gata4	Q92499	3	10	0.9287	0.0137
tbx5	Q92499	3	10	0.5315	0.2469
gata4	Q92522	3	10	0.2472	0.4475
tbx5	Q92522	3	10	0.5624	0.2187
tbx5	Q92547	3	9	0.5921	0.2102
tbx5	Q92552	3	6	0.3333	0.3333
gata4	Q92560	3	4	0.0008	0.5330
tbx5	Q92560	3	4	0.1117	0.4891
tbx5	Q92567	3	1	0.6667	0.1340
tbx5	Q92621	3	6	0.3333	0.3333
tbx5	Q92665	3	1	0.3333	0.3333
tbx5	Q92688	3	2	0.3333	0.3333
tbx5	Q92759	3	3	0.3331	0.4234
gata4	Q92769	3	10	0.1992	0.4636
tbx5	Q92769	3	10	1.0000	0.0000
tbx5	Q92785	3	2	0.4993	0.2753
tbx5	Q92786	3	3	0.6667	0.1340
gata4	Q92804	3	3	0.0202	0.5240
tbx5	Q92804	3	3	0.1678	0.4689
tbx5	Q92826	3	4	0.6667	0.1340
tbx5	Q92830	3	4	0.0919	0.5015
gata4	Q92841	3	23	0.9773	0.0011
tbx5	Q92841	3	23	0.8815	0.0391
gata4	Q92878	3	36	0.2297	0.4504
tbx5	Q92878	3	36	0.9350	0.0089
gata4	Q92879	3	2	0.4999	0.2714
gata4	Q92887	3	1	0.3333	0.3333
